symbol,company,title,description,published_at,url,sentiment,ingested_at
MSFT,MSFT,Home Depot sales increase - MSFT,Financial news about MSFT company performance and market trends.,2025-06-24T23:02:52.571160,https://example.com/news/MSFT_1,0.728,2025-06-24T23:02:52.571476
MSFT,MSFT,Meta launches new social media features - MSFT,Financial news about MSFT company performance and market trends.,2025-06-08T23:02:52.571160,https://example.com/news/MSFT_2,0.16,2025-06-24T23:02:52.571483
MSFT,MSFT,Netflix subscriber growth slows - MSFT,Financial news about MSFT company performance and market trends.,2025-05-31T23:02:52.571160,https://example.com/news/MSFT_3,-0.376,2025-06-24T23:02:52.571490
MSFT,MSFT,Tesla announces new electric vehicle - MSFT,Financial news about MSFT company performance and market trends.,2025-06-17T23:02:52.571160,https://example.com/news/MSFT_4,-0.452,2025-06-24T23:02:52.571497
MSFT,MSFT,Apple reports strong quarterly earnings - MSFT,Financial news about MSFT company performance and market trends.,2025-06-09T23:02:52.571160,https://example.com/news/MSFT_5,-0.812,2025-06-24T23:02:52.571504
MSFT,MSFT,UnitedHealth expands coverage - MSFT,Financial news about MSFT company performance and market trends.,2025-06-04T23:02:52.571160,https://example.com/news/MSFT_6,0.942,2025-06-24T23:02:52.571511
MSFT,MSFT,Bank of America reports strong quarter - MSFT,Financial news about MSFT company performance and market trends.,2025-05-29T23:02:52.571160,https://example.com/news/MSFT_7,0.574,2025-06-24T23:02:52.571518
MSFT,MSFT,Amazon expands into new markets - MSFT,Financial news about MSFT company performance and market trends.,2025-06-16T23:02:52.571160,https://example.com/news/MSFT_8,-0.501,2025-06-24T23:02:52.571525
MSFT,MSFT,Procter & Gamble raises prices - MSFT,Financial news about MSFT company performance and market trends.,2025-06-02T23:02:52.571160,https://example.com/news/MSFT_9,0.363,2025-06-24T23:02:52.571532
AMZN,AMZN,Google faces antitrust investigation - AMZN,Financial news about AMZN company performance and market trends.,2025-06-21T23:02:52.571160,https://example.com/news/AMZN_0,0.921,2025-06-24T23:02:52.571539
AMZN,AMZN,Procter & Gamble raises prices - AMZN,Financial news about AMZN company performance and market trends.,2025-06-22T23:02:52.571160,https://example.com/news/AMZN_1,-0.012,2025-06-24T23:02:52.571548
AMZN,AMZN,Tesla announces new electric vehicle - AMZN,Financial news about AMZN company performance and market trends.,2025-06-16T23:02:52.571160,https://example.com/news/AMZN_2,-0.363,2025-06-24T23:02:52.571555
AMZN,AMZN,UnitedHealth expands coverage - AMZN,Financial news about AMZN company performance and market trends.,2025-06-06T23:02:52.571160,https://example.com/news/AMZN_3,0.268,2025-06-24T23:02:52.571562
AMZN,AMZN,Disney streaming service grows - AMZN,Financial news about AMZN company performance and market trends.,2025-05-25T23:02:52.571160,https://example.com/news/AMZN_4,-0.006,2025-06-24T23:02:52.571569
AMZN,AMZN,Johnson & Johnson vaccine approved - AMZN,Financial news about AMZN company performance and market trends.,2025-06-10T23:02:52.571160,https://example.com/news/AMZN_5,0.839,2025-06-24T23:02:52.571576
AMZN,AMZN,Google faces antitrust investigation - AMZN,Financial news about AMZN company performance and market trends.,2025-06-17T23:02:52.571160,https://example.com/news/AMZN_6,-0.247,2025-06-24T23:02:52.571583
AMZN,AMZN,Netflix subscriber growth slows - AMZN,Financial news about AMZN company performance and market trends.,2025-06-14T23:02:52.571160,https://example.com/news/AMZN_7,-0.107,2025-06-24T23:02:52.571589
AMZN,AMZN,JPMorgan beats profit expectations - AMZN,Financial news about AMZN company performance and market trends.,2025-06-23T23:02:52.571160,https://example.com/news/AMZN_8,0.97,2025-06-24T23:02:52.571596
AMZN,AMZN,Netflix subscriber growth slows - AMZN,Financial news about AMZN company performance and market trends.,2025-06-17T23:02:52.571160,https://example.com/news/AMZN_9,-0.574,2025-06-24T23:02:52.571603
TSLA,TSLA,Netflix subscriber growth slows - TSLA,Financial news about TSLA company performance and market trends.,2025-06-03T23:02:52.571160,https://example.com/news/TSLA_0,0.923,2025-06-24T23:02:52.571610
TSLA,TSLA,Visa reports record transaction volume - TSLA,Financial news about TSLA company performance and market trends.,2025-06-10T23:02:52.571160,https://example.com/news/TSLA_1,-0.618,2025-06-24T23:02:52.571617
TSLA,TSLA,Mastercard partners with fintech - TSLA,Financial news about TSLA company performance and market trends.,2025-06-02T23:02:52.571160,https://example.com/news/TSLA_2,0.206,2025-06-24T23:02:52.571626
TSLA,TSLA,PayPal introduces new features - TSLA,Financial news about TSLA company performance and market trends.,2025-06-17T23:02:52.571160,https://example.com/news/TSLA_3,0.217,2025-06-24T23:02:52.571633
TSLA,TSLA,Tesla announces new electric vehicle - TSLA,Financial news about TSLA company performance and market trends.,2025-06-03T23:02:52.571160,https://example.com/news/TSLA_4,-0.011,2025-06-24T23:02:52.571640
TSLA,TSLA,Home Depot sales increase - TSLA,Financial news about TSLA company performance and market trends.,2025-06-02T23:02:52.571160,https://example.com/news/TSLA_5,-0.101,2025-06-24T23:02:52.571649
TSLA,TSLA,Netflix subscriber growth slows - TSLA,Financial news about TSLA company performance and market trends.,2025-06-23T23:02:52.571160,https://example.com/news/TSLA_6,-0.523,2025-06-24T23:02:52.571656
TSLA,TSLA,Apple reports strong quarterly earnings - TSLA,Financial news about TSLA company performance and market trends.,2025-05-28T23:02:52.571160,https://example.com/news/TSLA_7,0.942,2025-06-24T23:02:52.571663
TSLA,TSLA,Meta launches new social media features - TSLA,Financial news about TSLA company performance and market trends.,2025-06-22T23:02:52.571160,https://example.com/news/TSLA_8,0.95,2025-06-24T23:02:52.571670
TSLA,TSLA,Google faces antitrust investigation - TSLA,Financial news about TSLA company performance and market trends.,2025-06-24T23:02:52.571160,https://example.com/news/TSLA_9,-0.21,2025-06-24T23:02:52.571677
META,META,Disney streaming service grows - META,Financial news about META company performance and market trends.,2025-06-14T23:02:52.571160,https://example.com/news/META_0,0.549,2025-06-24T23:02:52.571684
META,META,Visa reports record transaction volume - META,Financial news about META company performance and market trends.,2025-06-20T23:02:52.571160,https://example.com/news/META_1,-0.977,2025-06-24T23:02:52.571691
META,META,Disney streaming service grows - META,Financial news about META company performance and market trends.,2025-05-29T23:02:52.571160,https://example.com/news/META_2,0.262,2025-06-24T23:02:52.571698
META,META,Google faces antitrust investigation - META,Financial news about META company performance and market trends.,2025-06-24T23:02:52.571160,https://example.com/news/META_3,0.391,2025-06-24T23:02:52.571705
META,META,UnitedHealth expands coverage - META,Financial news about META company performance and market trends.,2025-06-08T23:02:52.571160,https://example.com/news/META_4,0.8,2025-06-24T23:02:52.571712
META,META,Netflix subscriber growth slows - META,Financial news about META company performance and market trends.,2025-06-08T23:02:52.571160,https://example.com/news/META_5,-0.488,2025-06-24T23:02:52.571719
META,META,NVIDIA chip demand surges - META,Financial news about META company performance and market trends.,2025-06-13T23:02:52.571160,https://example.com/news/META_6,-0.563,2025-06-24T23:02:52.571726
META,META,UnitedHealth expands coverage - META,Financial news about META company performance and market trends.,2025-06-09T23:02:52.571160,https://example.com/news/META_7,-0.279,2025-06-24T23:02:52.571733
META,META,Johnson & Johnson vaccine approved - META,Financial news about META company performance and market trends.,2025-06-12T23:02:52.571160,https://example.com/news/META_8,0.087,2025-06-24T23:02:52.571740
META,META,Johnson & Johnson vaccine approved - META,Financial news about META company performance and market trends.,2025-06-07T23:02:52.571160,https://example.com/news/META_9,0.841,2025-06-24T23:02:52.571766
NVDA,NVDA,Netflix subscriber growth slows - NVDA,Financial news about NVDA company performance and market trends.,2025-06-09T23:02:52.571160,https://example.com/news/NVDA_0,0.623,2025-06-24T23:02:52.571780
NVDA,NVDA,Microsoft cloud services grow rapidly - NVDA,Financial news about NVDA company performance and market trends.,2025-06-24T23:02:52.571160,https://example.com/news/NVDA_1,0.64,2025-06-24T23:02:52.571795
NVDA,NVDA,Mastercard partners with fintech - NVDA,Financial news about NVDA company performance and market trends.,2025-05-30T23:02:52.571160,https://example.com/news/NVDA_2,-0.064,2025-06-24T23:02:52.571803
NVDA,NVDA,Procter & Gamble raises prices - NVDA,Financial news about NVDA company performance and market trends.,2025-06-04T23:02:52.571160,https://example.com/news/NVDA_3,-0.786,2025-06-24T23:02:52.571810
NVDA,NVDA,Johnson & Johnson vaccine approved - NVDA,Financial news about NVDA company performance and market trends.,2025-06-12T23:02:52.571160,https://example.com/news/NVDA_4,-0.88,2025-06-24T23:02:52.571816
NVDA,NVDA,Bank of America reports strong quarter - NVDA,Financial news about NVDA company performance and market trends.,2025-06-03T23:02:52.571160,https://example.com/news/NVDA_5,0.893,2025-06-24T23:02:52.571825
NVDA,NVDA,Tesla announces new electric vehicle - NVDA,Financial news about NVDA company performance and market trends.,2025-06-06T23:02:52.571160,https://example.com/news/NVDA_6,0.623,2025-06-24T23:02:52.571832
NVDA,NVDA,Disney streaming service grows - NVDA,Financial news about NVDA company performance and market trends.,2025-06-23T23:02:52.571160,https://example.com/news/NVDA_7,0.77,2025-06-24T23:02:52.571839
NVDA,NVDA,Meta launches new social media features - NVDA,Financial news about NVDA company performance and market trends.,2025-06-01T23:02:52.571160,https://example.com/news/NVDA_8,-0.611,2025-06-24T23:02:52.571846
NVDA,NVDA,JPMorgan beats profit expectations - NVDA,Financial news about NVDA company performance and market trends.,2025-05-28T23:02:52.571160,https://example.com/news/NVDA_9,-0.111,2025-06-24T23:02:52.571856
NFLX,NFLX,Mastercard partners with fintech - NFLX,Financial news about NFLX company performance and market trends.,2025-06-20T23:02:52.571160,https://example.com/news/NFLX_0,0.415,2025-06-24T23:02:52.571864
NFLX,NFLX,Johnson & Johnson vaccine approved - NFLX,Financial news about NFLX company performance and market trends.,2025-06-14T23:02:52.571160,https://example.com/news/NFLX_1,-0.934,2025-06-24T23:02:52.571871
NFLX,NFLX,JPMorgan beats profit expectations - NFLX,Financial news about NFLX company performance and market trends.,2025-06-14T23:02:52.571160,https://example.com/news/NFLX_2,0.211,2025-06-24T23:02:52.571878
NFLX,NFLX,Netflix subscriber growth slows - NFLX,Financial news about NFLX company performance and market trends.,2025-06-18T23:02:52.571160,https://example.com/news/NFLX_3,0.452,2025-06-24T23:02:52.571885
NFLX,NFLX,Disney streaming service grows - NFLX,Financial news about NFLX company performance and market trends.,2025-05-31T23:02:52.571160,https://example.com/news/NFLX_4,0.012,2025-06-24T23:02:52.571893
NFLX,NFLX,Meta launches new social media features - NFLX,Financial news about NFLX company performance and market trends.,2025-06-17T23:02:52.571160,https://example.com/news/NFLX_5,0.988,2025-06-24T23:02:52.571900
NFLX,NFLX,Disney streaming service grows - NFLX,Financial news about NFLX company performance and market trends.,2025-06-06T23:02:52.571160,https://example.com/news/NFLX_6,-0.042,2025-06-24T23:02:52.571908
NFLX,NFLX,Procter & Gamble raises prices - NFLX,Financial news about NFLX company performance and market trends.,2025-05-25T23:02:52.571160,https://example.com/news/NFLX_7,-0.412,2025-06-24T23:02:52.571916
NFLX,NFLX,JPMorgan beats profit expectations - NFLX,Financial news about NFLX company performance and market trends.,2025-06-14T23:02:52.571160,https://example.com/news/NFLX_8,-0.504,2025-06-24T23:02:52.571925
NFLX,NFLX,Disney streaming service grows - NFLX,Financial news about NFLX company performance and market trends.,2025-06-23T23:02:52.571160,https://example.com/news/NFLX_9,0.947,2025-06-24T23:02:52.571932
JPM,JPM,Netflix subscriber growth slows - JPM,Financial news about JPM company performance and market trends.,2025-06-02T23:02:52.571160,https://example.com/news/JPM_0,-0.433,2025-06-24T23:02:52.571940
JPM,JPM,Visa reports record transaction volume - JPM,Financial news about JPM company performance and market trends.,2025-06-03T23:02:52.571160,https://example.com/news/JPM_1,-0.271,2025-06-24T23:02:52.571947
JPM,JPM,Netflix subscriber growth slows - JPM,Financial news about JPM company performance and market trends.,2025-05-27T23:02:52.571160,https://example.com/news/JPM_2,-0.774,2025-06-24T23:02:52.571953
JPM,JPM,Meta launches new social media features - JPM,Financial news about JPM company performance and market trends.,2025-05-26T23:02:52.571160,https://example.com/news/JPM_3,-0.503,2025-06-24T23:02:52.571963
JPM,JPM,Bank of America reports strong quarter - JPM,Financial news about JPM company performance and market trends.,2025-06-18T23:02:52.571160,https://example.com/news/JPM_4,0.594,2025-06-24T23:02:52.571970
JPM,JPM,Procter & Gamble raises prices - JPM,Financial news about JPM company performance and market trends.,2025-06-04T23:02:52.571160,https://example.com/news/JPM_5,-0.75,2025-06-24T23:02:52.571977
JPM,JPM,Johnson & Johnson vaccine approved - JPM,Financial news about JPM company performance and market trends.,2025-05-25T23:02:52.571160,https://example.com/news/JPM_6,-0.018,2025-06-24T23:02:52.571983
JPM,JPM,JPMorgan beats profit expectations - JPM,Financial news about JPM company performance and market trends.,2025-06-05T23:02:52.571160,https://example.com/news/JPM_7,0.093,2025-06-24T23:02:52.571991
JPM,JPM,Apple reports strong quarterly earnings - JPM,Financial news about JPM company performance and market trends.,2025-06-06T23:02:52.571160,https://example.com/news/JPM_8,-0.386,2025-06-24T23:02:52.572016
JPM,JPM,PayPal introduces new features - JPM,Financial news about JPM company performance and market trends.,2025-05-27T23:02:52.571160,https://example.com/news/JPM_9,0.545,2025-06-24T23:02:52.572044
JNJ,JNJ,Visa reports record transaction volume - JNJ,Financial news about JNJ company performance and market trends.,2025-06-01T23:02:52.571160,https://example.com/news/JNJ_0,-0.934,2025-06-24T23:02:52.572138
JNJ,JNJ,Visa reports record transaction volume - JNJ,Financial news about JNJ company performance and market trends.,2025-06-06T23:02:52.571160,https://example.com/news/JNJ_1,-0.944,2025-06-24T23:02:52.572146
JNJ,JNJ,Apple reports strong quarterly earnings - JNJ,Financial news about JNJ company performance and market trends.,2025-06-10T23:02:52.571160,https://example.com/news/JNJ_2,-0.815,2025-06-24T23:02:52.572153
JNJ,JNJ,Tesla announces new electric vehicle - JNJ,Financial news about JNJ company performance and market trends.,2025-06-11T23:02:52.571160,https://example.com/news/JNJ_3,-0.897,2025-06-24T23:02:52.572162
JNJ,JNJ,Apple reports strong quarterly earnings - JNJ,Financial news about JNJ company performance and market trends.,2025-06-22T23:02:52.571160,https://example.com/news/JNJ_4,-0.023,2025-06-24T23:02:52.572168
JNJ,JNJ,Mastercard partners with fintech - JNJ,Financial news about JNJ company performance and market trends.,2025-06-02T23:02:52.571160,https://example.com/news/JNJ_5,-0.861,2025-06-24T23:02:52.572176
JNJ,JNJ,Bank of America reports strong quarter - JNJ,Financial news about JNJ company performance and market trends.,2025-06-02T23:02:52.571160,https://example.com/news/JNJ_6,-0.589,2025-06-24T23:02:52.572593
JNJ,JNJ,JPMorgan beats profit expectations - JNJ,Financial news about JNJ company performance and market trends.,2025-05-26T23:02:52.571160,https://example.com/news/JNJ_7,0.668,2025-06-24T23:02:52.572609
JNJ,JNJ,Google faces antitrust investigation - JNJ,Financial news about JNJ company performance and market trends.,2025-06-02T23:02:52.571160,https://example.com/news/JNJ_8,0.426,2025-06-24T23:02:52.572618
JNJ,JNJ,Meta launches new social media features - JNJ,Financial news about JNJ company performance and market trends.,2025-06-13T23:02:52.571160,https://example.com/news/JNJ_9,0.51,2025-06-24T23:02:52.572626
V,V,Netflix subscriber growth slows - V,Financial news about V company performance and market trends.,2025-06-07T23:02:52.571160,https://example.com/news/V_0,-0.386,2025-06-24T23:02:52.572636
V,V,JPMorgan beats profit expectations - V,Financial news about V company performance and market trends.,2025-06-01T23:02:52.571160,https://example.com/news/V_1,-0.938,2025-06-24T23:02:52.572644
V,V,Bank of America reports strong quarter - V,Financial news about V company performance and market trends.,2025-06-10T23:02:52.571160,https://example.com/news/V_2,0.4,2025-06-24T23:02:52.572652
V,V,Apple reports strong quarterly earnings - V,Financial news about V company performance and market trends.,2025-06-14T23:02:52.571160,https://example.com/news/V_3,0.228,2025-06-24T23:02:52.572659
V,V,Mastercard partners with fintech - V,Financial news about V company performance and market trends.,2025-06-05T23:02:52.571160,https://example.com/news/V_4,-0.787,2025-06-24T23:02:52.572666
V,V,NVIDIA chip demand surges - V,Financial news about V company performance and market trends.,2025-06-21T23:02:52.571160,https://example.com/news/V_5,-0.562,2025-06-24T23:02:52.572680
V,V,UnitedHealth expands coverage - V,Financial news about V company performance and market trends.,2025-06-11T23:02:52.571160,https://example.com/news/V_6,0.295,2025-06-24T23:02:52.572687
V,V,JPMorgan beats profit expectations - V,Financial news about V company performance and market trends.,2025-05-29T23:02:52.571160,https://example.com/news/V_7,0.653,2025-06-24T23:02:52.572694
V,V,Netflix subscriber growth slows - V,Financial news about V company performance and market trends.,2025-06-05T23:02:52.571160,https://example.com/news/V_8,-0.412,2025-06-24T23:02:52.572706
V,V,Disney streaming service grows - V,Financial news about V company performance and market trends.,2025-06-07T23:02:52.571160,https://example.com/news/V_9,-0.86,2025-06-24T23:02:52.572716
PG,PG,NVIDIA chip demand surges - PG,Financial news about PG company performance and market trends.,2025-06-01T23:02:52.571160,https://example.com/news/PG_0,0.773,2025-06-24T23:02:52.572723
PG,PG,Tesla announces new electric vehicle - PG,Financial news about PG company performance and market trends.,2025-06-22T23:02:52.571160,https://example.com/news/PG_1,-0.745,2025-06-24T23:02:52.572730
PG,PG,Mastercard partners with fintech - PG,Financial news about PG company performance and market trends.,2025-05-30T23:02:52.571160,https://example.com/news/PG_2,0.497,2025-06-24T23:02:52.572738
PG,PG,Apple reports strong quarterly earnings - PG,Financial news about PG company performance and market trends.,2025-05-25T23:02:52.571160,https://example.com/news/PG_3,0.468,2025-06-24T23:02:52.572745
PG,PG,Johnson & Johnson vaccine approved - PG,Financial news about PG company performance and market trends.,2025-06-04T23:02:52.571160,https://example.com/news/PG_4,0.901,2025-06-24T23:02:52.572752
PG,PG,Visa reports record transaction volume - PG,Financial news about PG company performance and market trends.,2025-06-22T23:02:52.571160,https://example.com/news/PG_5,-0.576,2025-06-24T23:02:52.572762
PG,PG,Netflix subscriber growth slows - PG,Financial news about PG company performance and market trends.,2025-06-24T23:02:52.571160,https://example.com/news/PG_6,0.541,2025-06-24T23:02:52.572769
PG,PG,Amazon expands into new markets - PG,Financial news about PG company performance and market trends.,2025-06-06T23:02:52.571160,https://example.com/news/PG_7,0.311,2025-06-24T23:02:52.572776
PG,PG,Johnson & Johnson vaccine approved - PG,Financial news about PG company performance and market trends.,2025-05-25T23:02:52.571160,https://example.com/news/PG_8,-0.309,2025-06-24T23:02:52.572785
PG,PG,Johnson & Johnson vaccine approved - PG,Financial news about PG company performance and market trends.,2025-05-26T23:02:52.571160,https://example.com/news/PG_9,0.413,2025-06-24T23:02:52.572792
UNH,UNH,Microsoft cloud services grow rapidly - UNH,Financial news about UNH company performance and market trends.,2025-05-26T23:02:52.571160,https://example.com/news/UNH_0,-0.55,2025-06-24T23:02:52.572801
UNH,UNH,Amazon expands into new markets - UNH,Financial news about UNH company performance and market trends.,2025-06-08T23:02:52.571160,https://example.com/news/UNH_1,0.683,2025-06-24T23:02:52.572808
UNH,UNH,Meta launches new social media features - UNH,Financial news about UNH company performance and market trends.,2025-06-19T23:02:52.571160,https://example.com/news/UNH_2,-0.75,2025-06-24T23:02:52.572816
UNH,UNH,Apple reports strong quarterly earnings - UNH,Financial news about UNH company performance and market trends.,2025-06-09T23:02:52.571160,https://example.com/news/UNH_3,0.422,2025-06-24T23:02:52.572823
UNH,UNH,Microsoft cloud services grow rapidly - UNH,Financial news about UNH company performance and market trends.,2025-06-12T23:02:52.571160,https://example.com/news/UNH_4,-0.78,2025-06-24T23:02:52.572830
UNH,UNH,Meta launches new social media features - UNH,Financial news about UNH company performance and market trends.,2025-06-22T23:02:52.571160,https://example.com/news/UNH_5,-0.916,2025-06-24T23:02:52.572837
UNH,UNH,Disney streaming service grows - UNH,Financial news about UNH company performance and market trends.,2025-06-10T23:02:52.571160,https://example.com/news/UNH_6,0.523,2025-06-24T23:02:52.572844
UNH,UNH,Netflix subscriber growth slows - UNH,Financial news about UNH company performance and market trends.,2025-06-23T23:02:52.571160,https://example.com/news/UNH_7,-0.552,2025-06-24T23:02:52.572854
UNH,UNH,JPMorgan beats profit expectations - UNH,Financial news about UNH company performance and market trends.,2025-06-09T23:02:52.571160,https://example.com/news/UNH_8,-0.156,2025-06-24T23:02:52.572861
UNH,UNH,Bank of America reports strong quarter - UNH,Financial news about UNH company performance and market trends.,2025-05-27T23:02:52.571160,https://example.com/news/UNH_9,0.698,2025-06-24T23:02:52.572872
HD,HD,Tesla announces new electric vehicle - HD,Financial news about HD company performance and market trends.,2025-05-29T23:02:52.571160,https://example.com/news/HD_0,0.209,2025-06-24T23:02:52.572879
HD,HD,Tesla announces new electric vehicle - HD,Financial news about HD company performance and market trends.,2025-06-12T23:02:52.571160,https://example.com/news/HD_1,0.426,2025-06-24T23:02:52.572886
HD,HD,Meta launches new social media features - HD,Financial news about HD company performance and market trends.,2025-06-22T23:02:52.571160,https://example.com/news/HD_2,-0.791,2025-06-24T23:02:52.572893
HD,HD,Apple reports strong quarterly earnings - HD,Financial news about HD company performance and market trends.,2025-05-28T23:02:52.571160,https://example.com/news/HD_3,0.164,2025-06-24T23:02:52.572900
HD,HD,Bank of America reports strong quarter - HD,Financial news about HD company performance and market trends.,2025-05-30T23:02:52.571160,https://example.com/news/HD_4,0.678,2025-06-24T23:02:52.572910
HD,HD,Meta launches new social media features - HD,Financial news about HD company performance and market trends.,2025-06-19T23:02:52.571160,https://example.com/news/HD_5,-0.682,2025-06-24T23:02:52.572918
HD,HD,Home Depot sales increase - HD,Financial news about HD company performance and market trends.,2025-06-21T23:02:52.571160,https://example.com/news/HD_6,0.417,2025-06-24T23:02:52.572927
HD,HD,Procter & Gamble raises prices - HD,Financial news about HD company performance and market trends.,2025-06-15T23:02:52.571160,https://example.com/news/HD_7,-0.911,2025-06-24T23:02:52.572933
HD,HD,Google faces antitrust investigation - HD,Financial news about HD company performance and market trends.,2025-06-24T23:02:52.571160,https://example.com/news/HD_8,-0.228,2025-06-24T23:02:52.572940
HD,HD,Microsoft cloud services grow rapidly - HD,Financial news about HD company performance and market trends.,2025-05-29T23:02:52.571160,https://example.com/news/HD_9,-0.723,2025-06-24T23:02:52.572947
MA,MA,PayPal introduces new features - MA,Financial news about MA company performance and market trends.,2025-06-17T23:02:52.571160,https://example.com/news/MA_0,-0.354,2025-06-24T23:02:52.572954
MA,MA,PayPal introduces new features - MA,Financial news about MA company performance and market trends.,2025-06-13T23:02:52.571160,https://example.com/news/MA_1,0.732,2025-06-24T23:02:52.572962
MA,MA,Amazon expands into new markets - MA,Financial news about MA company performance and market trends.,2025-06-09T23:02:52.571160,https://example.com/news/MA_2,0.811,2025-06-24T23:02:52.572969
MA,MA,UnitedHealth expands coverage - MA,Financial news about MA company performance and market trends.,2025-06-05T23:02:52.571160,https://example.com/news/MA_3,0.329,2025-06-24T23:02:52.572975
MA,MA,Disney streaming service grows - MA,Financial news about MA company performance and market trends.,2025-06-13T23:02:52.571160,https://example.com/news/MA_4,0.228,2025-06-24T23:02:52.572982
MA,MA,NVIDIA chip demand surges - MA,Financial news about MA company performance and market trends.,2025-06-04T23:02:52.571160,https://example.com/news/MA_5,0.252,2025-06-24T23:02:52.572989
MA,MA,Netflix subscriber growth slows - MA,Financial news about MA company performance and market trends.,2025-06-10T23:02:52.571160,https://example.com/news/MA_6,0.069,2025-06-24T23:02:52.572996
MA,MA,Tesla announces new electric vehicle - MA,Financial news about MA company performance and market trends.,2025-06-18T23:02:52.571160,https://example.com/news/MA_7,0.095,2025-06-24T23:02:52.573005
MA,MA,Home Depot sales increase - MA,Financial news about MA company performance and market trends.,2025-06-21T23:02:52.571160,https://example.com/news/MA_8,0.564,2025-06-24T23:02:52.573015
MA,MA,Bank of America reports strong quarter - MA,Financial news about MA company performance and market trends.,2025-05-26T23:02:52.571160,https://example.com/news/MA_9,0.879,2025-06-24T23:02:52.573023
